Category,Message
0,"['[', ""'"", 'w', ""'"", ',', ' ', ""'"", 'u', 'n', 'f', 'r', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'w', 'h', 'e', 'r', 'e', ""'"", ',', ' ', ""'"", 'g', 'e', ""'"", ']']"
0,"['[', ""'"", 'c', 'l', ""'"", ',', ' ', ""'"", 'e', 'x', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", 'w', 'h', 'e', 'n', ""'"", ',', ' ', ""'"", 'u', 'r', 'e', ""'"", ',', ' ', ""'"", 'r', 'e', ""'"", ']']"
0,"['[', ""'"", 'h', 'e', 'l', 'l', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'b', ""'"", ',', ' ', ""'"", 'g', 'e', 'e', 'e', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'l', 'r', 'e', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'j', 'u', ""'"", ',', ' ', ""'"", 'w', 'k', 'e', ""'"", ',', ' ', ""'"", 'u', 'p', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', 'h', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'w', 'e', 'r', 'e', ""'"", ',', ' ', ""'"", 'h', 'e', 'r', 'e', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'b', 'e', ""'"", ',', ' ', ""'"", 'w', 'h', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", 'c', 'u', 'l', 'n', 'g', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'l', 'v', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ']']"
0,"['[', ""'"", ""'"", ',', ' ', ""'"", 'w', 'l', 'l', ""'"", ',', ' ', ""'"", 'p', 'l', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'b', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', 'e', 'l', 'l', ""'"", ']']"
0,"['[', ""'"", ""'"", ',', ' ', ""'"", 'g', 'n', 'g', ""'"", ',', ' ', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'b', 'h', ""'"", ',', ' ', ""'"", 'w', 'l', 'l', ""'"", ',', ' ', ""'"", 'g', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'n', 'e', 'x', ""'"", ',', ' ', ""'"", 'l', 'g', ""'"", ',', ' ', ""'"", 'n', ""'"", ']']"
0,"['[', ""'"", ""'"", ',', ' ', ""'"", 'c', 'n', ""'"", ',', ' ', ""'"", 'k', 'e', 'e', 'p', ""'"", ',', ' ', ""'"", 'l', 'k', 'n', 'g', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'p', 'e', 'p', 'l', 'e', ""'"", ',', ' ', ""'"", 'f', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'u', 'r', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'c', 'n', ""'"", ',', ' ', ""'"", 'p', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'f', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'g', 'r', 'e', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'p', 'r', 'c', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'p', 'l', ""'"", ',', ' ', ""'"", 'e', 'l', 'l', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", 'w', 'h', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'w', 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'r', 'e', 'l', 'l', ""'"", ',', ' ', ""'"", 'b', 'u', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'h', 'w', ""'"", ',', ' ', ""'"", 'u', 'c', 'h', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'r', 'e', ""'"", ',', ' ', ""'"", 'w', 'l', 'l', 'n', 'g', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'p', ""'"", ']']"
1,"['[', ""'"", 'h', 'n', 'k', ""'"", ',', ' ', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'u', 'r', ""'"", ',', ' ', ""'"", 'r', 'n', 'g', 'n', 'e', ""'"", ',', ' ', ""'"", 'r', 'e', 'r', ""'"", ',', ' ', ""'"", 'r', 'e', 'f', 'e', 'r', 'e', 'n', 'c', 'e', ""'"", ',', ' ', ""'"", '9', '1', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'w', 'l', 'l', ""'"", ',', ' ', ""'"", 'b', 'e', ""'"", ',', ' ', ""'"", 'c', 'h', 'r', 'g', 'e', ""'"", ',', ' ', ""'"", 'g', 'b', 'p', ""'"", ',', ' ', ""'"", '4', ""'"", ',', ' ', ""'"", 'p', 'e', 'r', ""'"", ',', ' ', ""'"", 'w', 'e', 'e', 'k', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'c', 'n', ""'"", ',', ' ', ""'"", 'u', 'n', 'u', 'b', 'c', 'r', 'b', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'n', 'e', ""'"", ',', ' ', ""'"", 'b', ""'"", ',', ' ', ""'"", 'c', 'l', 'l', 'n', 'g', ""'"", ',', ' ', ""'"", 'c', 'u', 'e', 'r', ""'"", ',', ' ', ""'"", 'e', 'r', 'v', 'c', 'e', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", '0', '9', '0', '5', '7', '0', '3', '9', '9', '9', '4', ""'"", ']']"
0,"['[', ""'"", 'c', 'n', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', 'h', ""'"", ',', ' ', ""'"", 'h', 'p', 'p', 'e', 'n', ""'"", ']']"
0,"['[', ""'"", 'u', ""'"", ',', ' ', ""'"", 'c', 'u', 'l', ""'"", ',', ' ', ""'"", 'h', 'v', 'e', ""'"", ',', ' ', ""'"", 'e', 'e', 'n', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'r', 'e', 'c', 'g', 'n', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'f', 'c', 'e', ""'"", ']']"
0,"['[', ""'"", 'w', 'e', 'l', 'l', ""'"", ',', ' ', ""'"", 'h', 'e', 'r', 'e', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'l', ""'"", ',', ' ', ""'"", 'f', ""'"", ',', ' ', ""'"", 'h', 'n', 'g', ""'"", ',', ' ', ""'"", 'h', 'p', 'p', 'e', 'n', 'n', 'g', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'l', 'n', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'n', 'e', 'w', ""'"", ',', ' ', ""'"", 'e', 'r', ""'"", ',', ' ', ""'"", 'g', 'h', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", 'b', 'r', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'p', 'b', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'b', 'l', 'u', 'e', ""'"", ',', ' ', ""'"", 'h', 'e', 'r', 'n', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'e', 'h', 'n', 'g', ""'"", ',', ' ', ""'"", 'g', 'n', 'g', ""'"", ']']"
0,"['[', ""'"", 'k', 'e', 'e', 'p', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'p', ""'"", ',', ' ', ""'"", 'h', 'e', 'r', 'e', ""'"", ',', ' ', ""'"", 'f', ""'"", ',', ' ', ""'"", 'r', 'n', 'u', ""'"", ',', ' ', ""'"", 'b', 'r', 'n', 'g', ""'"", ']']"
0,"['[', ""'"", ""'"", ',', ' ', ""'"", 'u', 'g', 'h', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'r', 'n', 'j', 'h', ""'"", ',', ' ', ""'"", 'r', ""'"", ',', ' ', ""'"", 'c', 'l', 'l', 'e', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'n', 'l', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'l', 'k', 'e', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'b', 'e', 'c', 'u', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'v', 'e', 'r', 'f', 'n', 'g', ""'"", ',', ' ', ""'"", 'b', 'u', ""'"", ',', ' ', ""'"", 'p', 'r', 'j', 'e', 'c', ""'"", ',', ' ', ""'"", 'p', 'r', 'b', 'u', ""'"", ',', ' ', ""'"", 'l', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'n', 'l', ""'"", ',', ' ', ""'"", 'p', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'k', 'e', ""'"", ',', ' ', ""'"", 'e', ""'"", ']']"
0,"['[', ""'"", ""'"", ',', ' ', ""'"", 'g', 'u', 'e', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'w', 'h', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'r', 'e', ""'"", ',', ' ', ""'"", 'w', 'r', 'r', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'k', 'n', 'w', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'h', 'e', 'r', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'b', ""'"", ',', ' ', ""'"", 'r', 'e', 'p', 'r', ""'"", ',', ' ', ""'"", 'e', 'l', 'f', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'q', 'u', 'e', ""'"", ',', ' ', ""'"", 'u', 'r', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'h', 'u', 'l', 'n', ""'"", ',', ' ', ""'"", 'w', 'r', 'r', ""'"", ',', ' ', ""'"", 'w', 'e', 'l', 'l', ""'"", ',', ' ', ""'"", 'k', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'l', 'w', ""'"", ',', ' ', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'w', 'l', 'l', ""'"", ',', ' ', ""'"", 'g', 'u', 'e', ""'"", ',', ' ', ""'"", 'w', 'h', 'e', 'n', ""'"", ',', ' ', ""'"", 'u', 'r', ""'"", ',', ' ', ""'"", 'v', 'u', 'l', 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'h', 'e', 'n', ""'"", ',', ' ', ""'"", 'j', 'u', ""'"", ',', ' ', ""'"", 'r', 'e', 'l', 'x', ""'"", ',', ' ', ""'"", 'n', 'h', 'n', 'g', ""'"", ',', ' ', ""'"", 'u', 'v', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'r', 'e', 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', 'r', 'r', ""'"", ',', ' ', ""'"", 'b', 'u', ""'"", ',', ' ', ""'"", 'l', 'l', ""'"", ',', ' ', ""'"", 'k', 'e', 'e', 'p', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'f', 'l', 'l', 'w', 'n', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'u', 'p', ""'"", ']']"
0,"['[', ""'"", 'e', 'h', ""'"", ',', ' ', ""'"", 'u', 'r', 'e', ""'"", ',', ' ', ""'"", 'g', 'v', 'e', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'c', 'u', 'p', 'l', 'e', ""'"", ',', ' ', ""'"", 'n', 'u', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'r', 'c', 'k', ""'"", ',', ' ', ""'"", 'w', 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', 'l', 'l', 'e', ""'"", ']']"
0,"['[', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'l', 'e', 'v', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'b', 'g', ""'"", ',', ' ', ""'"", 'e', 'l', ""'"", ',', ' ', ""'"", 'k', 'e', ""'"", ',', ' ', ""'"", 'c', 'r', 'e', ""'"", ']']"
0,"['[', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', 'l', 'l', ""'"", ',', ' ', ""'"", 'b', 'e', ""'"", ',', ' ', ""'"", 'l', 'e', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'e', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", '9', '4', '5', ""'"", ']']"
1,"['[', ""'"", 'u', 'b', 'l', 'e', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'x', ""'"", ',', ' ', ""'"", '4', ""'"", ',', ' ', ""'"", '6', 'n', 'h', ""'"", ',', ' ', ""'"", 'f', 'r', 'e', 'e', ""'"", ',', ' ', ""'"", 'b', 'l', 'u', 'e', 'h', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'r', 'n', 'g', 'e', ""'"", ',', ' ', ""'"", 'v', 'l', 'b', 'l', 'e', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'n', 'k', ""'"", ',', ' ', ""'"", 'r', 'l', ""'"", ',', ' ', ""'"", 'p', 'h', 'n', 'e', ""'"", ',', ' ', ""'"", 'c', 'l', 'l', ""'"", ',', ' ', ""'"", 'b', 'l', 'e', 'u', 'p', '8', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", '0', '8', '0', '0', '0', '8', '3', '9', '4', '0', '2', ""'"", ',', ' ', ""'"", 'r', ""'"", ',', ' ', ""'"", 'c', 'l', 'l', '2', 'p', 'u', 'n', '9', 'x', ""'"", ']']"
0,"['[', ""'"", ""'"", ',', ' ', ""'"", 'k', ""'"", ',', ' ', ""'"", 'r', ""'"", ',', ' ', ""'"", 'w', 'l', ""'"", ',', ' ', ""'"", '3', ""'"", ',', ' ', ""'"", 'l', 'c', 'k', ""'"", ']']"
0,"['[', ""'"", 'c', 'u', 'e', 'r', ""'"", ',', ' ', ""'"", 'p', 'l', 'c', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', 'l', 'l', ""'"", ',', ' ', ""'"", 'c', 'l', 'l', ""'"", ',', ' ', ""'"", 'u', ""'"", ']']"
0,"['[', ""'"", ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'l', 'k', 'e', ""'"", ',', ' ', ""'"", 'f', 'u', 'n', ""'"", ']']"
1,"['[', ""'"", '4', 'h', ""'"", ',', ' ', ""'"", 'h', 'l', 'f', ""'"", ',', ' ', ""'"", 'p', 'r', 'c', 'e', ""'"", ',', ' ', ""'"", 'r', 'n', 'g', 'e', ""'"", ',', ' ', ""'"", 'l', 'n', 'e', ""'"", ',', ' ', ""'"", 'r', 'e', 'n', 'l', ""'"", ',', ' ', ""'"", 'l', 'e', ""'"", ',', ' ', ""'"", 'c', 'e', 'r', ""'"", ',', ' ', ""'"", 'p', 'h', 'n', 'e', ""'"", ',', ' ', ""'"", '4', ""'"", ',', ' ', ""'"", 'f', 'r', 'e', 'e', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'u', 'r', ""'"", ',', ' ', ""'"", 'p', 'h', 'n', 'e', ""'"", ',', ' ', ""'"", '1', '1', 'h', ""'"", ',', ' ', ""'"", 'c', 'l', 'l', ""'"", ',', ' ', ""'"", 'b', 'l', 'e', 'r', 'e', 'c', ""'"", ',', ' ', ""'"", 'f', 'r', 'e', 'e', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", '0', '8', '0', '0', '0', '9', '3', '8', '7', '6', '7', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'u', 'p', 'e', ""'"", ',', ' ', ""'"", 'n', 'w', ""'"", ',', ' ', ""'"", 'r', '2', 'p', 'x', ""'"", ']']"
0,"['[', ""'"", 'u', 'p', ""'"", ',', ' ', ""'"", 'h', 'v', 'n', 'g', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'l', 'u', 'n', 'c', 'h', ""'"", ',', ' ', ""'"", 'b', 'u', 'f', 'f', 'e', ""'"", ',', ' ', ""'"", 'n', 'w', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", 'l', 'r', 'e', ""'"", ']']"
0,"['[', ""'"", 'h', 'u', 'h', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'l', 'e', ""'"", ',', ' ', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'n', 'n', 'e', 'r', ""'"", ']']"
0,"['[', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'r', 'e', ""'"", ',', ' ', ""'"", 'w', 'e', ""'"", ',', ' ', ""'"", 'g', 'n', 'g', ""'"", ',', ' ', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'n', 'r', ""'"", ',', ' ', ""'"", 'p', 'l', 'e', ""'"", ',', ' ', ""'"", 'n', 'l', ""'"", ',', ' ', ""'"", 'r', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'k', 'c', 'k', 'b', 'x', 'n', 'g', ""'"", ',', ' ', ""'"", ""'"", ']']"
0,"['[', ""'"", 'r', 'n', 'n', 'g', ""'"", ',', ' ', ""'"", 'n', 'l', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'c', 'n', ""'"", ',', ' ', ""'"", 'k', ""'"", ']']"
0,"['[', ""'"", 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'h', 'n', 'k', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'f', 'f', 'c', 'e', ""'"", ',', ' ', ""'"", 'b', 'u', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'l', 'p', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'r', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'h', 'n', 'k', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'l', ""'"", ',', ' ', ""'"", 'f', 'e', 'w', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'h', 'u', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'w', 'n', ""'"", ']']"
0,"['[', ""'"", 'p', 'c', 'k', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'u', 'p', ""'"", ',', ' ', ""'"", 'b', 'u', ""'"", ',', ' ', ""'"", '7', '3', '0', 'h', ""'"", ',', ' ', ""'"", 'w', 'h', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", 'r', 'e', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'h', ""'"", ',', ' ', ""'"", 'g', 'n', 'g', ""'"", ']']"
0,"['[', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'h', 'e', 'r', 'e', ""'"", ',', ' ', ""'"", 'f', 'e', 'r', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'p', 'e', 'r', 'f', 'r', 'n', 'c', 'e', ""'"", ',', ' ', ""'"", 'w', 'r', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'c', 'l', 'c', 'u', 'l', 'e', ""'"", ',', ' ', ""'"", 'e', 'v', 'e', 'r', ""'"", ',', ' ', ""'"", 'w', ""'"", ',', ' ', ""'"", 'n', 'h', 'n', ""'"", ',', ' ', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'c', 'u', 'r', 'r', 'e', 'n', ""'"", ',', ' ', ""'"", 'n', 'e', ""'"", ',', ' ', ""'"", 'n', 'h', ""'"", ',', ' ', ""'"", 'p', 'e', 'r', ""'"", ']']"
0,"['[', ""'"", 'w', ""'"", ',', ' ', ""'"", 'c', 'u', 'l', 'l', ""'"", ',', ' ', ""'"", 'l', 'e', 'e', 'p', 'n', 'g', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'l', 'l', ""'"", ',', ' ', ""'"", 'g', 'h', ""'"", ',', ' ', ""'"", 'w', 'h', 'e', 'n', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'c', 'l', 'l', ""'"", ',', ' ', ""'"", 'b', 'c', 'k', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'e', 'x', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'g', 'r', '8', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'r', 'c', 'k', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', 'l', 'l', ""'"", ',', ' ', ""'"", 'e', 'n', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'e', 'x', ""'"", ',', ' ', ""'"", 'w', 'e', 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'w', 'k', 'e', ""'"", ']']"
0,"['[', ""'"", 'u', ""'"", ',', ' ', ""'"", 'r', 'e', ""'"", ',', ' ', ""'"", 'l', 'w', ""'"", ',', ' ', ""'"", 'p', 'u', 'n', 'g', ""'"", ',', ' ', ""'"", 'u', 'r', ""'"", ',', ' ', ""'"", 'b', 'u', 'n', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'h', 'e', 'r', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'p', 'u', ""'"", ',', ' ', ""'"", 'p', 'c', 'u', 'r', 'e', ""'"", ',', ' ', ""'"", 'f', ""'"", ',', ' ', ""'"", 'u', 'r', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'f', 'c', 'e', 'b', 'k', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'r', 'e', ""'"", ',', ' ', ""'"", 'n', 'e', ""'"", ',', ' ', ""'"", 'f', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'p', 'e', 'n', ""'"", ',', ' ', ""'"", 'p', 'e', 'p', 'l', 'e', ""'"", ',', ' ', ""'"", 'v', 'e', ""'"", ',', ' ', ""'"", 'e', 'v', 'e', 'r', ""'"", ',', ' ', ""'"", 'e', ""'"", ',', ' ', ""'"", 'w', 'h', ""'"", ',', ' ', ""'"", 'w', 'u', 'l', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'h', 'n', 'k', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'p', 'c', 'u', 'r', 'e', ""'"", ',', ' ', ""'"", 'f', ""'"", ',', ' ', ""'"", 'u', 'r', ""'"", ',', ' ', ""'"", 'r', ""'"", ',', ' ', ""'"", 'w', 'u', 'l', ""'"", ',', ' ', ""'"", 'h', 'u', 'r', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'k', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'f', 'e', 'e', 'l', ""'"", ',', ' ', ""'"", 'v', 'l', 'e', ""'"", ']']"
0,"['[', ""'"", 'g', ""'"", ',', ' ', ""'"", 'e', 'v', 'e', 'n', 'n', 'g', ""'"", ',', ' ', ""'"", 'r', ""'"", ',', ' ', ""'"", 'l', ""'"", ',', ' ', ""'"", 'l', ""'"", ',', ' ', ""'"", 'w', 'h', 'l', 'e', 'k', 'k', 'u', 'h', 'r', 'n', 'g', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'h', 'p', 'p', ""'"", ',', ' ', ""'"", 'n', 'e', 'w', 'b', ""'"", ',', ' ', ""'"", 'h', 'e', ""'"", ',', ' ', ""'"", 'g', 'r', 'c', 'e', ""'"", ',', ' ', ""'"", 'f', ""'"", ',', ' ', ""'"", 'g', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'g', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", 'f', 'f', 'e', 'r', ""'"", ',', ' ', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'e', 'e', 'r', 'c', ""'"", ',', ' ', ""'"", 'n', ""'"", ',', ' ', ""'"", ""'"", ',', ' ', ""'"", 'j', 'n', 'e', 'h', 'p', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'r', 'e', ""'"", ',', ' ', ""'"", 'f', 'n', 'e', 'n', 'h', 'h', ""'"", ',', ' ', ""'"", 'l', 'l', 'h', 'e', 'e', ""'"", ',', ' ', ""'"", 'u', ""'"", ',', ' ', ""'"", 'e', 'e', 'r', 'k', 'h', 'e', 'h', 'v', 'r', ""'"", ',', ' ', ""'"", 'f', 'r', ""'"", ',', ' ', ""'"", 'n', ""'"", ']']"
